#ID = 
#Grid Position = Position of spot on microarray
#Name = Gene Name
#Clone_description = Description of source of cDNA for microarray
#Gene Names = alternative  gene names
#GB_ACC = GenBank Accesssion number
#Symbol = Gene Symbol
#Mouse Unigene = Unigene number
#LocusLink ID = Locus link ID number
#SPOT_ID = 
*ID**	Grid Position**	Name**	Clone_description**	Gene Names**	GB_ACC**	Symbol**	Mouse Unigene**	LocusLink ID**	SPOT_ID*
15470	GRID- 320-R1C4		Homo sapiens clone RP4-703P8,  complete sequence	ESTs	BG071894 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071894>		174035	-	
15471	GRID- 320-R1C5	calmodulin 1	Mus musculus calmodulin (Calm), mRNA	calmodulin 1	BG072244 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072244>	Calm1	34246	12313	
15472	GRID- 320-R2C1	nuclear transport factor 2	Mus musculus ribosomal protein L27  (Rpl27), mRNA	ribosomal protein L27	BG085360 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG085360>	Nutf2	28985	19942	
15473	GRID- 320-R2C2	serine/arginine-rich protein specific kinase 2		expressed sequence AW547358	BG072905 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072905>	Srpk2	25390	100988	
15474	GRID- 320-R2C3	RIKEN cDNA 2600016B03 gene		RIKEN cDNA 2600016B03 gene	BG073242 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG073242>	2600016B03Rik	21693	67920	
15475	GRID- 320-R2C5	caspase 9	Mus musculus caspase 9 (Casp9), mRNA	caspase 9	BG086310 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG086310>	Casp9	88829	12371	
15476	GRID- 320-R3C1	RIKEN cDNA A730037L19 gene		no value	BG073890 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG073890>	A730037L19Rik	131868	-	
15477	GRID- 320-R3C2	RIKEN cDNA 1110002M09 gene		ESTs	BG074224 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074224>	1110002M09Rik	30179	-	
15478	GRID- 320-R3C4	DNA segment, Chr 14, Wayne State University 89, expressed	Homo sapiens mRNA for KIAA1058  protein, partial cds	expressed sequence AA959601	BG087170 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087170>	D14Wsu89e	24477	105445	
15479	GRID- 320-R3C5	leucine-zipper-like transcriptional regulator, 1	Homo sapiens leucine-zipper-like  transcriptional regulator, 1 (LZTR1), mRNA	leucine-zipper-like transcriptional regulator, 1	BG087490 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087490>	Lztr1	35508	66863	
15480	GRID- 320-R4C1	RIKEN cDNA 3830405G04 gene	Homo sapiens cDNA FLJ12642 fis,  clone NT2RM4001965	RIKEN cDNA 3830405G04 gene	BG087655 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087655>	3830405G04Rik	32659	-	
15481	GRID- 320-R4C3	melanoma antigen, family D, 1	Mus musculus Dlxin-1 (Dlxin1), mRNA	melanoma antigen, family D, 1	BG088077 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG088077>	Maged1	27578	-	
15482	GRID- 320-R4C4	Transcribed sequences		ESTs	BG075835 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075835>		103231	-	
15483	GRID- 320-R4C5	peroxisome biogenesis factor 16	Homo sapiens peroxisomal biogenesis  factor 16 (PEX16), mRNA	Mus musculus, Similar to peroxisomal biogenesis factor 16, clone MGC:19145 IMAGE:4218547, mRNA, complete cds	BG088691 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG088691>	Pex16	88730	-	
15484	GRID- 320-R5C1	cyclin G1			BQ550097 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ550097>	Ccng1		12450	
15485	GRID- 320-R5C2	RIKEN cDNA 4732481H14 gene		UNKNOWN	BQ550772 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ550772>	4732481H14Rik	60122	-	
15486	GRID- 320-R5C3	0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833438L20 product:unknown EST, full insert sequence		UNKNOWN	BQ551448 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ551448>		60607	67541	
15487	GRID- 320-R5C4	RIKEN cDNA 9530039J15 gene			BQ552088 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552088>	9530039J15Rik	27151	-	
15488	GRID- 320-R5C5	Transcribed sequences		UNKNOWN	BQ552666 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552666>			-	
15489	GRID- 321-R1C1	mannose-6-phosphate receptor, cation dependent	M.musculus gene for cation-dependent  mannose-6-phosphate receptor	mannose-6-phosphate receptor, cation dependent	BG083802 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG083802>	M6pr	1358	17113	
15490	GRID- 321-R1C2	RIKEN cDNA 2810460C24 gene	Homo sapiens mRNA for KIAA1047  protein, partial cds	nuclear receptor co-repressor 1	BG071228 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071228>	2810460C24Rik	88061	20185	
15491	GRID- 321-R1C3	RIKEN cDNA 4930451A13 gene	Homo sapiens cDNA FLJ10888 fis,  clone NT2RP4002052	RIKEN cDNA 4930451A13 gene	BG084387 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG084387>	4930451A13Rik	21331	67581	
15492	GRID- 321-R1C4	RIKEN cDNA 5830484A20 gene		Mus musculus, clone MGC:8305 IMAGE:3593825, mRNA, complete cds	BG071884 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071884>	5830484A20Rik	197519	-	
15493	GRID- 321-R1C5			no value	BG072234 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072234>		27700	-	
15494	GRID- 321-R2C1		Mus domesticus strain MilP  mitocondrion genome, complete sequence	no value	BI076595 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BI076595>		no value	-	
15495	GRID- 321-R2C2	RIKEN cDNA 6330583M11 gene	Homo sapiens mRNA; cDNA  DKFZp434P106 (from clone DKFZp434P106)	RIKEN cDNA 6330583M11 gene	BG085679 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG085679>	6330583M11Rik	23572	76192	
15496	GRID- 321-R2C3	RIKEN cDNA 2210409M21 gene	Homo sapiens hypothetical protein  (FLJ20752), mRNA	RIKEN cDNA 2210409M21 gene	BG073232 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG073232>	2210409M21Rik	28111	70396	
15497	GRID- 321-R2C5		Mus domesticus strain MilP  mitocondrion genome, complete sequence	no value	BG086300 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG086300>		no value	-	
15498	GRID- 321-R3C1	Transcribed sequence with weak similarity to protein ref:NP_079009.1 (H.sapiens) hypothetical protein FLJ14345 [Homo sapiens]		ESTs	BG073879 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG073879>		182683	-	
15499	GRID- 321-R3C2			no value	AW552588 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=AW552588>		no value	-	
15500	GRID- 321-R3C4	RIKEN cDNA 6030430B19 gene	Homo sapiens partial mRNA for  Spir-1 protein (Spir-1 gene)	expressed sequence AU022898	BG087160 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087160>	6030430B19Rik	28621	106995	
15501	GRID- 321-R3C5			type I transmembrane protein Fn14	BG074859 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074859>		28518	27279	
15502	GRID- 321-R4C1	Transcribed sequences		ESTs	BG075183 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075183>		66264	-	
15503	GRID- 321-R4C3	RIKEN cDNA 4122402O22 gene	Homo sapiens hypothetical protein  FLJ20297 (FLJ20297), mRNA	RIKEN cDNA 4122402O22 gene	BG088067 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG088067>	4122402O22Rik	34659	-	
15504	GRID- 321-R4C4	RIKEN cDNA 6330442E10 gene		ESTs, Weakly similar to FOR4 MOUSE FORMIN 4 [M.musculus]	BG075824 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075824>	6330442E10Rik	18957	-	
15505	GRID- 321-R4C5	Transcribed sequences	Homo sapiens mRNA; cDNA  DKFZp586F2224 (from clone DKFZp586F2224)	Mus musculus, clone MGC:11703 IMAGE:3964527, mRNA, complete cds	BG076153 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG076153>		28030	-	
15506	GRID- 321-R5C1	clathrin, light polypeptide (Lcb)		UNKNOWN	BQ550079 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ550079>	Cltb	36879	74325	
15507	GRID- 321-R5C2	RIKEN cDNA 2700029M09 gene		UNKNOWN	BQ550754 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ550754>	2700029M09Rik	25263	72612	
15508	GRID- 321-R5C3				BQ551432 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ551432>			-	
15509	GRID- 321-R5C4	Transcribed sequences		UNKNOWN	BQ552070 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552070>			-	
15510	GRID- 321-R5C5	Transcribed sequences		UNKNOWN	BQ552652 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552652>		12009	-	
15511	GRID- 322-R1C1	RIKEN cDNA 1700027M01 gene	M.musculus gene encoding  regulatory subunit of SGLT1	RIKEN cDNA 9130022E05 gene	BG083812 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG083812>	1700027M01Rik	40897	74566	
15512	GRID- 322-R1C2	Transcribed sequence with weak similarity to protein ref:NP_081764.1 (M.musculus) RIKEN cDNA 5730493B19 [Mus musculus]		ESTs	BG071236 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071236>		17565	-	
15513	GRID- 322-R1C3	Transcribed sequences		ESTs	BG071552 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071552>		173984	-	
15514	GRID- 322-R1C4	developmental pluripotency associated 5	M.musculus RNA for pH 34	embryonal stem cell specific gene 1	BG071895 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071895>	Dppa5	139314	13915	
15515	GRID- 322-R1C5	RIKEN cDNA 4933409N07 gene		ESTs	BG072245 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072245>	4933409N07Rik	173926	-	
15516	GRID- 322-R2C1	Transcribed sequences		ESTs	BG072567 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072567>		76650	-	
15517	GRID- 322-R2C2	splicing factor 3b, subunit 2	Mus musculus flavin containing  monooxygenase 5 (Fmo5), mRNA	flavin containing monooxygenase 5	BG072906 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072906>	Sf3b2	1668	14263	
15518	GRID- 322-R2C3	RIKEN cDNA 1200004E24 gene	Homo sapiens similar to ALEX3 protein  (H. sapiens) (LOC63634), mRNA	RIKEN cDNA 1200004E24 gene	BG085982 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG085982>	1200004E24Rik	67949	71703	
15519	GRID- 322-R2C5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	Mus musculus 26S proteasome  subunit S5a mRNA, complete cds	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	BG086311 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG086311>	Psmd4	2261	19185	
15520	GRID- 322-R3C1	RIKEN cDNA 4930447C04 gene		RIKEN cDNA 4930447C04 gene	BG073891 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG073891>	4930447C04Rik	107632	75801	
15521	GRID- 322-R3C2	testis expressed gene 264	M.musculus tex264 mRNA (3'region)	testis expressed gene 264	BG074225 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074225>	Tex264	22266	21767	
15522	GRID- 322-R3C4	complement component 1, r subcomponent	Mus musculus serine protease  mRNA, complete cds	complement component 1, r subcomponent	BG087171 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087171>	C1r	24276	50909	
15523	GRID- 322-R3C5	ectonucleotide pyrophosphatase/phosphodiesterase 5	Homo sapiens ectonucleotide  pyrophosphatase/phosphodiesterase 5 (putative function)  (ENPP5), mRNA	ectonucleotide pyrophosphatase/phosphodiesterase 5	BG087491 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087491>	Enpp5	30145	83965	
15524	GRID- 322-R4C1	Transcribed sequence with weak similarity to protein pir:S12207 (M.musculus) S12207 hypothetical protein		ESTs	BG075194 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075194>		182777	-	
15525	GRID- 322-R4C3	decorin	Mus musculus decorin (Dcn), mRNA	decorin	BG088078 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG088078>	Dcn	1987	-	
15526	GRID- 322-R4C4			ESTs	BG075836 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075836>		103232	-	
15527	GRID- 322-R4C5	adenylate kinase 2	Homo sapiens adenylate kinase 2 (AK2),  mRNA	adenylate kinase 2	BG088692 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG088692>	Ak2	29460	-	
15528	GRID- 322-R5C1	Transcribed sequences		UNKNOWN	BQ550098 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ550098>			-	
15529	GRID- 322-R5C2	Transcribed sequences		UNKNOWN	BQ550774 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ550774>			-	
15530	GRID- 322-R5C3	Sloan-Kettering viral oncogene homolog		Mus musculus, Similar to DNA segment, EST 478828, clone  IMAGE:3674620, mRNA	BQ551450 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ551450>	Ski	197663	20481	
15531	GRID- 322-R5C4			UNKNOWN	BQ552089 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552089>		217886	-	
15532	GRID- 322-R5C5	Transcribed sequences			BQ552668 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552668>		87773	14732	
15533	GRID- 323-R1C1	platelet-activating factor acetylhydrolase, isoform 1b, alpha2 subunit		no value	AU017469 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=AU017469>	Pafah1b2	24199	18475	
15534	GRID- 323-R1C2	transforming growth factor beta 1 induced transcript 4	Mus musculus transforming growth factor  beta 1 induced transcript 4 (Tgfb1i4), mRNA	transforming growth factor beta 1 induced transcript 4	BG084103 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG084103>	Tgfb1i4	20927	21807	
15535	GRID- 323-R1C3	transcription elongation factor B (SIII), polypeptide 1	Homo sapiens transcription elongation  factor B (SIII), polypeptide 1 (15kD, elongin C)  (TCEB1), mRNA	RIKEN cDNA 2610301I15 gene	BG084388 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG084388>	Tceb1	176927	67923	
15536	GRID- 323-R1C4	RIKEN cDNA 2610204K03 gene	Homo sapiens SEC24 (S. cerevisiae)  related gene family, member C (SEC24C), mRNA	no value	BG071885 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071885>	2610204K03Rik	43040	-	
15537	GRID- 323-R1C5	RIKEN cDNA 1810073G14 gene		RIKEN cDNA 9030624B09 gene	BG072235 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072235>	1810073G14Rik	25632	67726	
15538	GRID- 323-R2C1		Mus domesticus strain MilP  mitocondrion genome, complete sequence	no value	BI076595 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BI076595>		no value	-	
15539	GRID- 323-R2C2	Transcribed sequences		ESTs	BG072896 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072896>		37867	-	
15540	GRID- 323-R2C3	RIKEN cDNA 1110063G11 gene	Homo sapiens mRNA for KIAA0481  protein, partial cds	no value	BG085972 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG085972>	1110063G11Rik	no value	68875	
15541	GRID- 323-R2C5		Mus domesticus strain MilP  mitocondrion genome, complete sequence	no value	BG073573 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG073573>		no value	-	
15542	GRID- 323-R3C1	RIKEN cDNA 2810031L11 gene	Homo sapiens CGI-45 protein (LOC51094),  mRNA	no value	BG086597 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG086597>	2810031L11Rik	21383	72674	
15543	GRID- 323-R3C2	DNA segment, Chr 3, ERATO Doi 300, expressed		ESTs	BG074215 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074215>	D3Ertd300e	166360	-	
15544	GRID- 323-R3C4	latrophilin 2	Homo sapiens lectomedin-1 alpha  (LEC1) mRNA, complete cds	expressed sequence AI450192	BG087161 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087161>	Lphn2	30658	208020	
15545	GRID- 323-R3C5	cDNA sequence BC027246		no value	BG074860 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074860>	BC027246	27309	234736	
15546	GRID- 323-R4C1	ribosomal protein 10	Mouse 24.6 kda protein mRNA,  complete cds	ribosomal protein 10	BG075184 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075184>	Rpl10	100113	110954	
15547	GRID- 323-R4C3	early endosome antigen 1		ESTs	BG075522 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075522>	Eea1	13146	-	
15548	GRID- 323-R4C4	kinesin family member C2	Mouse mRNA for KIFC2, complete cds	kinesin family member C2	BG075825 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG075825>	Kifc2	891	-	
15549	GRID- 323-R4C5	12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130060K07 product:unknown EST, full insert sequence		ESTs	BG076154 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG076154>		114880	-	
15550	GRID- 323-R5C1	dual specificity phosphatase 9		UNKNOWN: Similar to Homo sapiens dual specificity phosphatase 9 (DUSP9), mRNA	BQ550081 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ550081>	Dusp9	16479	75590	
15551	GRID- 323-R5C2				 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=>		196223	-	NA5
15552	GRID- 323-R5C3	zinc finger protein 319		Mus musculus LOC234587 (LOC234587), mRNA	BQ551433 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ551433>	Zfp319	86682	79233	
15553	GRID- 323-R5C4	Transcribed sequences			BQ552072 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552072>			-	
15554	GRID- 323-R5C5	Transcribed sequences		UNKNOWN	BQ552654 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BQ552654>			-	
15555	GRID- 324-R1C1			ESTs	BG070810 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG070810>		173328	-	
15556	GRID- 324-R1C2	cDNA sequence BC055759		ESTs	BG071237 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071237>	BC055759	142892	-	
15557	GRID- 324-R1C3	Transcribed sequences		ESTs	BG071553 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071553>		173985	-	
15558	GRID- 324-R1C4		Mus musculus RAN binding protein 1  (Ranbp1), mRNA	RAN binding protein 1	BG071896 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG071896>		3752	19385	
15559	GRID- 324-R1C5	Transcribed sequences		ESTs	BG072246 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG072246>		181004	-	
15560	GRID- 324-R2C1			RIKEN cDNA 2610027L16 gene	AW546006 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=AW546006>		180338	67842	
15561	GRID- 324-R2C2	expressed sequence AW547365	Homo sapiens transporter-like protein  (CTL1), mRNA	expressed sequence AW547365	BG085691 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG085691>	AW547365	30015	100434	
15562	GRID- 324-R2C3	WD repeat domain 6	Homo sapiens WD repeat domain 6 (WDR6),  mRNA	WD repeat domain 6	BG085983 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG085983>	Wdr6	29493	83669	
15563	GRID- 324-R2C5	DNA fragmentation factor, beta subunit	Mus musculus DNA fragmentation factor,  40 kD, beta subunit (Dffb), mRNA	DNA fragmentation factor, 40 kD, beta subunit	BG086312 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG086312>	Dffb	86386	13368	
15564	GRID- 324-R3C1	Transcribed sequences	Human SH3 domain-containing protein  SH3P18 mRNA, complete cds	no value	BG073892 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG073892>		32714	20403	
15565	GRID- 324-R3C2	Similar to RIKEN cDNA 4921522K05 (LOC211598), mRNA		RIKEN cDNA 4921522K05 gene	BG074226 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074226>		84531	67981	
15566	GRID- 324-R3C4	scotin gene	Homo sapiens HSPC217 mRNA, complete  cds	no value	BG074542 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074542>	Scotin	29345	66940	
15567	GRID- 324-R3C5	calpain 3	Mus musculus calcium activated  neutral protease (Capn3) and zinc finger protein 106  (Zfp106) genes, partial cds	zinc finger protein 106	BG074870 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG074870>	Capn3	27653	22647	
15568	GRID- 324-R4C1	Sec61, alpha subunit 2 (S. cerevisiae)	Mus musculus Sec61 alpha isoform 2  (Sec61a2), mRNA	SEC61, alpha subunit 2 (S. cerevisiae)	BG087745 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG087745>	Sec61a2	21435	57743	
15569	GRID- 324-R4C3	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	Homo sapiens putative oncogene  protein mRNA, partial cds	RIKEN cDNA 2010016I08 gene	BG088079 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG088079>	Itpa	21399	-	
15570	GRID- 324-R4C4	aminolevulinic acid synthase 2, erythroid	Mouse 5-aminolevulinic acid synthase  mRNA, 3' end	aminolevulinic acid synthase 2, erythroid	BG088378 <http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=BG088378>	Alas2	140509	-	
